Unnamed: 0,Number of components,Type of DES,Component#1,Smiles#1,T#1,Component#2,Smiles#2,T#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Reference (DOI)
800,2,3,2-hydroxyethyl(trimethyl)azanium;acetate,CC(=O)[O-].C[N+](C)(C)CCO,362.62,"propane-1,2,3-triol",OCC(O)CO,291.22,0.5,0.5,293.15,10.1039/C0OB01011A
801,2,3,2-hydroxyethyl(trimethyl)azanium;acetate,CC(=O)[O-].C[N+](C)(C)CCO,362.62,"propane-1,2,3-triol",OCC(O)CO,291.22,0.444444,0.555556,287.15,10.1039/C0OB01011A
802,2,3,2-hydroxyethyl(trimethyl)azanium;acetate,CC(=O)[O-].C[N+](C)(C)CCO,362.62,"propane-1,2,3-triol",OCC(O)CO,291.22,0.4,0.6,286.15,10.1039/C0OB01011A
803,2,3,2-hydroxyethyl(trimethyl)azanium;acetate,CC(=O)[O-].C[N+](C)(C)CCO,362.62,"propane-1,2,3-triol",OCC(O)CO,291.22,0.333333,0.666667,296.15,10.1039/C0OB01011A
804,2,3,2-hydroxyethyl(trimethyl)azanium;acetate,CC(=O)[O-].C[N+](C)(C)CCO,362.62,"propane-1,2,3-triol",OCC(O)CO,291.22,0.25,0.75,293.15,10.1039/C0OB01011A
805,2,3,tetrapropylazanium;bromide,CCC[N+](CCC)(CCC)CCC.[Br-],583.0,"propane-1,2,3-triol",OCC(O)CO,291.22,0.333333,0.666667,258.15,10.1016/j.molliq.2014.08.004
806,2,3,tetrapropylazanium;bromide,CCC[N+](CCC)(CCC)CCC.[Br-],583.0,"propane-1,2,3-triol",OCC(O)CO,291.22,0.25,0.75,257.05,10.1016/j.molliq.2014.08.004
807,2,3,tetrapropylazanium;bromide,CCC[N+](CCC)(CCC)CCC.[Br-],583.0,"propane-1,2,3-triol",OCC(O)CO,291.22,0.2,0.8,268.45,10.1016/j.molliq.2014.08.004
808,2,3,tetrabutylazanium;bromide,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,"propane-1,2,3-triol",OCC(O)CO,291.22,0.2,0.8,249.09,10.1016/j.molliq.2015.11.032
809,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,"propane-1,2,3-triol",OCC(O)CO,291.22,0.25,0.75,231.51,10.1021/je5002126
810,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,"propane-1,2,3-triol",OCC(O)CO,291.22,0.2,0.8,230.54,10.1021/je5002126
811,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,"propane-1,2,3-triol",OCC(O)CO,291.22,0.166667,0.833333,230.37,10.1021/je5002126
812,2,3,triphenyl(prop-2-enyl)phosphanium;bromide,C=CC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],482.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.0667,0.9333,249.39,10.1016/j.molliq.2021.115838
813,2,3,azanium;thiocyanate,N#C[S-].[NH4+],422.75,"propane-1,2,3-triol",OCC(O)CO,291.22,0.4,0.6,234.5,10.1016/j.cej.2018.10.077
814,2,3,azanium;thiocyanate,N#C[S-].[NH4+],422.75,"propane-1,2,3-triol",OCC(O)CO,291.22,0.3333,0.6667,221.8,10.1016/j.cej.2018.10.077
815,2,3,azanium;thiocyanate,N#C[S-].[NH4+],422.75,"propane-1,2,3-triol",OCC(O)CO,291.22,0.25,0.75,212.3,10.1016/j.cej.2018.10.077
816,2,3,azanium;thiocyanate,N#C[S-].[NH4+],422.75,"propane-1,2,3-triol",OCC(O)CO,291.22,0.2,0.8,213.6,10.1016/j.cej.2018.10.077
817,2,3,benzyl(triphenyl)phosphanium;chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,603.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.333333,0.666667,328.91,10.1021/je100104v
818,2,3,benzyl(triphenyl)phosphanium;chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,603.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.166667,0.833333,323.51,10.1021/je100104v
819,2,3,benzyl(triphenyl)phosphanium;chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,603.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.111111,0.888889,334.39,10.1021/je100104v
820,2,3,benzyl(triphenyl)phosphanium;chloride,[Cl-].c1ccc(C[P+](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,603.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.076923,0.923077,222.88,10.1016/j.ijggc.2016.02.006
821,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.956,0.044,549.054,10.1021/acssuschemeng.0c05518
822,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.906,0.094,522.703,10.1021/acssuschemeng.0c05518
823,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.852,0.148,498.378,10.1021/acssuschemeng.0c05518
824,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.794,0.206,457.838,10.1021/acssuschemeng.0c05518
825,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.752,0.248,427.432,10.1021/acssuschemeng.0c05518
826,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.697,0.303,411.216,10.1021/acssuschemeng.0c05518
827,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.652,0.348,366.622,10.1021/acssuschemeng.0c05518
828,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.603,0.397,305.811,10.1021/acssuschemeng.0c05518
829,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.5,0.5,281.18,10.1016/j.tca.2011.10.010
830,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.333,0.667,237.0,10.1016/j.tca.2011.10.010
831,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.25,0.75,240.5,10.1016/j.tca.2011.10.010
832,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.198,0.802,251.081,10.1021/acssuschemeng.0c05518
833,2,3,methyl(triphenyl)phosphanium;bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.1667,0.8333,323.15,10.1002/open.202100137
834,2,3,methyl(triphenyl)phosphanium;bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.3333,0.6667,276.9,10.1016/j.molliq.2021.115838
835,2,3,methyl(triphenyl)phosphanium;bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.666667,0.333333,353.58,10.1021/je100104v
836,2,3,methyl(triphenyl)phosphanium;bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.5,0.5,348.75,10.1021/je100104v
837,2,3,methyl(triphenyl)phosphanium;bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.4,0.6,316.71,10.1021/je100104v
838,2,3,methyl(triphenyl)phosphanium;bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.363636,0.636364,269.12,10.1021/je100104v
839,2,3,methyl(triphenyl)phosphanium;bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.25,0.75,267.6,10.1021/ef2004943
840,2,3,methyl(triphenyl)phosphanium;bromide,C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],504.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.2,0.8,288.9,10.1021/ef2004943
841,2,3,diethyl(2-hydroxyethyl)azanium;chloride,CC[NH+](CC)CCO.[Cl-],385.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.3333,0.6667,271.82,10.1016/j.molliq.2021.117021
842,2,3,diethyl(2-hydroxyethyl)azanium;chloride,CC[NH+](CC)CCO.[Cl-],385.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.333333,0.666667,271.82,10.1016/j.tca.2011.10.010
843,2,3,diethyl(2-hydroxyethyl)azanium;chloride,CC[NH+](CC)CCO.[Cl-],385.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.25,0.75,274.85,10.1016/j.tca.2011.10.010
844,2,3,diethyl(2-hydroxyethyl)azanium;chloride,CC[NH+](CC)CCO.[Cl-],385.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.2,0.8,275.15,10.1016/j.tca.2011.10.010
845,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,"propane-1,2,3-triol",OCC(O)CO,291.22,0.1667,0.8333,230.37,10.1016/j.molliq.2021.117021
846,2,3,"5-[(2-chlorophenyl)methyl]-6,7-dihydro-4H-thieno[3,2-c]pyridine;hydrochloride",[Cl-].Clc1ccccc1C[NH+]1CCc2sccc2C1,478.15,"propane-1,2,3-triol",OCC(O)CO,291.22,0.33,0.67,340.15,10.1016/j.fluid.2017.05.009
847,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.946,0.054,563.15,10.1021/acs.iecr.8b01249
848,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.899,0.101,532.58,10.1021/acs.iecr.8b01249
849,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.848,0.152,504.58,10.1021/acs.iecr.8b01249
850,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.796,0.204,477.55,10.1021/acs.iecr.8b01249
851,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.75,0.25,450.18,10.1021/acs.iecr.8b01249
852,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.699,0.301,420.15,10.1021/acs.iecr.8b01249
853,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.649,0.351,387.98,10.1021/acs.iecr.8b01249
854,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.598,0.402,364.15,10.1021/acs.iecr.8b01249
855,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.548,0.452,335.38,10.1021/acs.iecr.8b01249
856,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.499,0.501,301.95,10.1021/acs.iecr.8b01249
857,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.451,0.549,287.45,10.1021/acs.iecr.8b01249
858,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.4,0.6,297.38,10.1021/acs.iecr.8b01249
859,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.351,0.649,300.78,10.1021/acs.iecr.8b01249
860,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.3,0.7,306.72,10.1021/acs.iecr.8b01249
861,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.247,0.753,313.95,10.1021/acs.iecr.8b01249
862,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.201,0.799,321.95,10.1021/acs.iecr.8b01249
863,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.15,0.85,330.28,10.1021/acs.iecr.8b01249
864,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.1,0.9,337.62,10.1021/acs.iecr.8b01249
865,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.05,0.95,345.42,10.1021/acs.iecr.8b01249
866,2,3,didodecyl(dimethyl)azanium;chloride,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Cl-],370.15,2-hydroxyacetic acid,O=C(O)CO,350.8,0.25,0.75,278.15,10.1021/acssuschemeng.0c00559
867,2,3,tetramethylazanium;chloride,C[N+](C)(C)C.[Cl-],612.87,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.9,0.1,557.5,10.1021/acs.jpcb.0c02386
868,2,3,tetramethylazanium;chloride,C[N+](C)(C)C.[Cl-],612.87,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.8,0.2,453.8,10.1021/acs.jpcb.0c02386
869,2,3,tetramethylazanium;chloride,C[N+](C)(C)C.[Cl-],612.87,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.699,0.301,402.2,10.1021/acs.jpcb.0c02386
870,2,3,tetramethylazanium;chloride,C[N+](C)(C)C.[Cl-],612.87,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.6,0.4,332.3,10.1021/acs.jpcb.0c02386
871,2,3,tetramethylazanium;chloride,C[N+](C)(C)C.[Cl-],612.87,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.5,0.5,330.4,10.1021/acs.jpcb.0c02386
872,2,3,tetramethylazanium;chloride,C[N+](C)(C)C.[Cl-],612.87,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.4,0.6,328.3,10.1021/acs.jpcb.0c02386
873,2,3,tetramethylazanium;chloride,C[N+](C)(C)C.[Cl-],612.87,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.3,0.7,329.4,10.1021/acs.jpcb.0c02386
874,2,3,tetramethylazanium;chloride,C[N+](C)(C)C.[Cl-],612.87,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.201,0.799,330.2,10.1021/acs.jpcb.0c02386
875,2,3,tetramethylazanium;chloride,C[N+](C)(C)C.[Cl-],612.87,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.1,0.9,332.2,10.1021/acs.jpcb.0c02386
876,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.898,0.102,337.3,10.1021/acs.jpcb.0c02386
877,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.796,0.204,329.0,10.1021/acs.jpcb.0c02386
878,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.725,0.275,324.1,10.1021/acs.jpcb.0c02386
879,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.597,0.403,315.7,10.1021/acs.jpcb.0c02386
880,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.494,0.506,308.5,10.1021/acs.jpcb.0c02386
881,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.403,0.597,301.6,10.1021/acs.jpcb.0c02386
882,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.3,0.7,307.2,10.1021/acs.jpcb.0c02386
883,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.203,0.797,313.2,10.1021/acs.jpcb.0c02386
884,2,3,tetrabutylazanium;chloride,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344.0,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.101,0.899,318.7,10.1021/acs.jpcb.0c02386
885,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.944,0.056,536.25,10.1021/acs.iecr.7b02382
886,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.898,0.102,513.25,10.1021/acs.iecr.7b02382
887,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.86,0.14,488.25,10.1021/acs.iecr.7b02382
888,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.808,0.192,451.65,10.1021/acs.iecr.7b02382
889,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.75,0.25,415.78,10.1021/acs.iecr.7b02382
890,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.681,0.319,371.45,10.1021/acs.iecr.7b02382
891,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.591,0.409,335.42,10.1021/acs.iecr.7b02382
892,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.583,0.417,334.62,10.1021/acs.iecr.7b02382
893,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.5,0.5,318.55,10.1021/acs.iecr.7b02382
894,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.408,0.592,320.78,10.1021/acs.iecr.7b02382
895,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.396,0.604,320.95,10.1021/acs.iecr.7b02382
896,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.332,0.668,322.28,10.1021/acs.iecr.7b02382
897,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.306,0.694,322.55,10.1021/acs.iecr.7b02382
898,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.208,0.792,322.73,10.1021/acs.iecr.7b02382
899,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,hexadecan-1-ol,CCCCCCCCCCCCCCCCO,324.4,0.132,0.868,323.35,10.1021/acs.iecr.7b02382
900,2,3,butyl(trimethyl)azanium;chloride,CCCC[N+](C)(C)C.[Cl-],283.65,hexanoic acid,CCCCCC(=O)O,270.15,0.3333,0.6667,267.7,10.1016/j.microc.2019.104384
901,2,3,butyl(trimethyl)azanium;chloride,CCCC[N+](C)(C)C.[Cl-],283.65,hexanoic acid,CCCCCC(=O)O,270.15,0.25,0.75,267.79,10.1016/j.microc.2019.104384
902,2,3,butyl(trimethyl)azanium;chloride,CCCC[N+](C)(C)C.[Cl-],283.65,hexanoic acid,CCCCCC(=O)O,270.15,0.2,0.8,267.44,10.1016/j.microc.2019.104384
903,2,3,methyl(trioctyl)azanium;chloride,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],253.15,"benzene-1,4-diol",Oc1ccc(O)cc1,445.45,0.5,0.5,195.15,10.1016/j.trac.2021.116187
904,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,"benzene-1,4-diol",Oc1ccc(O)cc1,445.45,0.5,0.5,332.16,10.1016/j.fluid.2017.05.009
905,2,3,methyl(trioctyl)azanium;chloride,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],253.15,"benzene-1,4-diol",Oc1ccc(O)cc1,445.45,0.5,0.5,195.15,10.1021/acssuschemeng.0c00559
906,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,0.895,0.105,547.62,10.1016/j.fluid.2019.06.005
907,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,0.797,0.203,495.92,10.1016/j.fluid.2019.06.005
908,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,0.695,0.305,443.15,10.1016/j.fluid.2019.06.005
909,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,0.613,0.387,395.82,10.1016/j.fluid.2019.06.005
910,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,0.513,0.487,351.25,10.1016/j.fluid.2019.06.005
911,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,0.396,0.604,326.05,10.1016/j.fluid.2019.06.005
912,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,0.303,0.697,335.08,10.1016/j.fluid.2019.06.005
913,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,0.229,0.771,338.62,10.1016/j.fluid.2019.06.005
914,2,3,2-hydroxyethyl(trimethyl)azanium;chloride,C[N+](C)(C)CCO.[Cl-],578.15,2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,0.111,0.889,344.52,10.1016/j.fluid.2019.06.005
915,2,3,tetraheptylazanium;chloride,CCCCCCC[N+](CCCCCCC)(CCCCCCC)CCCCCCC.[Cl-],312.15,2-[4-(2-methylpropyl)phenyl]propanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,350.4,0.7,0.3,200.33,10.1021/acssuschemeng.0c00559
916,2,3,tetrabutylazanium;bromide,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,1H-imidazole,c1c[nH]cn1,359.3,0.6,0.4,355.6607,10.1016/j.molliq.2008.07.009
917,2,3,tetrabutylazanium;bromide,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,1H-imidazole,c1c[nH]cn1,359.3,0.5,0.5,339.1637,10.1016/j.molliq.2008.07.009
918,2,3,tetrabutylazanium;bromide,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,1H-imidazole,c1c[nH]cn1,359.3,0.4,0.6,303.6994,10.1016/j.molliq.2008.07.009
919,2,3,tetrabutylazanium;bromide,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,1H-imidazole,c1c[nH]cn1,359.3,0.3,0.7,294.4966,10.1016/j.molliq.2008.07.009
920,2,3,tetrabutylazanium;bromide,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],390.8,1H-imidazole,c1c[nH]cn1,359.3,0.2,0.8,301.8287,10.1016/j.molliq.2008.07.009
